case_duration_s,case_duration_h
22140.0,6.15
22140.0,6.15
22140.0,6.15
22140.0,6.15
22140.0,6.15
22140.0,6.15
22140.0,6.15
22140.0,6.15
22140.0,6.15
22140.0,6.15
22140.0,6.15
22140.0,6.15
22140.0,6.15
22140.0,6.15
22140.0,6.15
22140.0,6.15
22140.0,6.15
22140.0,6.15
22140.0,6.15
22140.0,6.15
22140.0,6.15
22140.0,6.15
22140.0,6.15
22140.0,6.15
22140.0,6.15
22140.0,6.15
22140.0,6.15
22140.0,6.15
22140.0,6.15
22140.0,6.15
22140.0,6.15
22140.0,6.15
22140.0,6.15
22140.0,6.15
22140.0,6.15
22140.0,6.15
22140.0,6.15
22140.0,6.15
22140.0,6.15
22140.0,6.15
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22200.0,6.166666666666667
22260.0,6.183333333333334
22260.0,6.183333333333334
22260.0,6.183333333333334
22260.0,6.183333333333334
22260.0,6.183333333333334
22260.0,6.183333333333334
22260.0,6.183333333333334
22260.0,6.183333333333334
22260.0,6.183333333333334
22260.0,6.183333333333334
22260.0,6.183333333333334
22260.0,6.183333333333334
22260.0,6.183333333333334
22260.0,6.183333333333334
22260.0,6.183333333333334
22260.0,6.183333333333334
22260.0,6.183333333333334
22260.0,6.183333333333334
22260.0,6.183333333333334
22260.0,6.183333333333334
22260.0,6.183333333333334
22260.0,6.183333333333334
22260.0,6.183333333333334
22260.0,6.183333333333334
22260.0,6.183333333333334
22260.0,6.183333333333334
22260.0,6.183333333333334
22260.0,6.183333333333334
22260.0,6.183333333333334
22260.0,6.183333333333334
22260.0,6.183333333333334
22260.0,6.183333333333334
22260.0,6.183333333333334
22260.0,6.183333333333334
22260.0,6.183333333333334
22260.0,6.183333333333334
22260.0,6.183333333333334
22260.0,6.183333333333334
22320.0,6.2
22320.0,6.2
22320.0,6.2
22320.0,6.2
22320.0,6.2
22320.0,6.2
22320.0,6.2
22320.0,6.2
22320.0,6.2
22320.0,6.2
22320.0,6.2
22320.0,6.2
22320.0,6.2
22320.0,6.2
22320.0,6.2
22320.0,6.2
22320.0,6.2
22320.0,6.2
22320.0,6.2
22320.0,6.2
22320.0,6.2
22320.0,6.2
22320.0,6.2
22320.0,6.2
22320.0,6.2
22320.0,6.2
22320.0,6.2
22320.0,6.2
22320.0,6.2
22320.0,6.2
22320.0,6.2
22320.0,6.2
22320.0,6.2
22320.0,6.2
22320.0,6.2
22320.0,6.2
22320.0,6.2
22320.0,6.2
22320.0,6.2
22320.0,6.2
22320.0,6.2
22380.0,6.216666666666667
22380.0,6.216666666666667
22380.0,6.216666666666667
22380.0,6.216666666666667
22380.0,6.216666666666667
22380.0,6.216666666666667
22380.0,6.216666666666667
22380.0,6.216666666666667
22380.0,6.216666666666667
22380.0,6.216666666666667
22380.0,6.216666666666667
22380.0,6.216666666666667
22380.0,6.216666666666667
22380.0,6.216666666666667
22380.0,6.216666666666667
22380.0,6.216666666666667
22380.0,6.216666666666667
22380.0,6.216666666666667
22380.0,6.216666666666667
22380.0,6.216666666666667
22380.0,6.216666666666667
22380.0,6.216666666666667
22380.0,6.216666666666667
22380.0,6.216666666666667
22380.0,6.216666666666667
22380.0,6.216666666666667
22380.0,6.216666666666667
22380.0,6.216666666666667
22440.0,6.233333333333333
22440.0,6.233333333333333
22440.0,6.233333333333333
22440.0,6.233333333333333
22440.0,6.233333333333333
22440.0,6.233333333333333
22440.0,6.233333333333333
22440.0,6.233333333333333
22440.0,6.233333333333333
22440.0,6.233333333333333
22440.0,6.233333333333333
22440.0,6.233333333333333
22440.0,6.233333333333333
22440.0,6.233333333333333
22440.0,6.233333333333333
22440.0,6.233333333333333
22500.0,6.25
22500.0,6.25
22500.0,6.25
22500.0,6.25
22500.0,6.25
22560.0,6.266666666666667
22560.0,6.266666666666667
22620.0,6.283333333333333
22680.0,6.3
22680.0,6.3
25440.0,7.066666666666666
25440.0,7.066666666666666
25500.0,7.083333333333333
25500.0,7.083333333333333
25500.0,7.083333333333333
25500.0,7.083333333333333
25500.0,7.083333333333333
25500.0,7.083333333333333
25500.0,7.083333333333333
25500.0,7.083333333333333
25500.0,7.083333333333333
25500.0,7.083333333333333
25500.0,7.083333333333333
25560.0,7.1
25560.0,7.1
25560.0,7.1
25560.0,7.1
25560.0,7.1
25560.0,7.1
25560.0,7.1
25560.0,7.1
25560.0,7.1
25560.0,7.1
25620.0,7.116666666666666
25620.0,7.116666666666666
25620.0,7.116666666666666
25620.0,7.116666666666666
25620.0,7.116666666666666
25620.0,7.116666666666666
25620.0,7.116666666666666
25620.0,7.116666666666666
25620.0,7.116666666666666
25620.0,7.116666666666666
25620.0,7.116666666666666
25620.0,7.116666666666666
25620.0,7.116666666666666
25620.0,7.116666666666666
25620.0,7.116666666666666
25620.0,7.116666666666666
25620.0,7.116666666666666
25620.0,7.116666666666666
25620.0,7.116666666666666
25620.0,7.116666666666666
25620.0,7.116666666666666
25620.0,7.116666666666666
25620.0,7.116666666666666
25620.0,7.116666666666666
25680.0,7.133333333333334
25680.0,7.133333333333334
25680.0,7.133333333333334
25680.0,7.133333333333334
25680.0,7.133333333333334
25680.0,7.133333333333334
25680.0,7.133333333333334
25680.0,7.133333333333334
25680.0,7.133333333333334
25680.0,7.133333333333334
25680.0,7.133333333333334
25680.0,7.133333333333334
25680.0,7.133333333333334
25680.0,7.133333333333334
25680.0,7.133333333333334
25680.0,7.133333333333334
25680.0,7.133333333333334
25680.0,7.133333333333334
25680.0,7.133333333333334
25680.0,7.133333333333334
25680.0,7.133333333333334
25680.0,7.133333333333334
25680.0,7.133333333333334
25680.0,7.133333333333334
25680.0,7.133333333333334
25680.0,7.133333333333334
25680.0,7.133333333333334
25680.0,7.133333333333334
25680.0,7.133333333333334
25680.0,7.133333333333334
25680.0,7.133333333333334
25680.0,7.133333333333334
25680.0,7.133333333333334
25680.0,7.133333333333334
25680.0,7.133333333333334
25680.0,7.133333333333334
25740.0,7.15
25740.0,7.15
25740.0,7.15
25740.0,7.15
25740.0,7.15
25740.0,7.15
25740.0,7.15
25740.0,7.15
25740.0,7.15
25740.0,7.15
25740.0,7.15
25740.0,7.15
25740.0,7.15
25740.0,7.15
25740.0,7.15
25740.0,7.15
25740.0,7.15
25740.0,7.15
25740.0,7.15
25740.0,7.15
25740.0,7.15
25740.0,7.15
25740.0,7.15
25740.0,7.15
25740.0,7.15
25740.0,7.15
25740.0,7.15
25740.0,7.15
25740.0,7.15
25740.0,7.15
25740.0,7.15
25740.0,7.15
25740.0,7.15
25740.0,7.15
25740.0,7.15
25740.0,7.15
25740.0,7.15
25740.0,7.15
25740.0,7.15
25740.0,7.15
25740.0,7.15
25740.0,7.15
25740.0,7.15
25740.0,7.15
25740.0,7.15
25740.0,7.15
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25800.0,7.166666666666667
25860.0,7.183333333333334
25860.0,7.183333333333334
25860.0,7.183333333333334
25860.0,7.183333333333334
25860.0,7.183333333333334
25860.0,7.183333333333334
25860.0,7.183333333333334
25860.0,7.183333333333334
25860.0,7.183333333333334
25860.0,7.183333333333334
25860.0,7.183333333333334
25860.0,7.183333333333334
25860.0,7.183333333333334
25860.0,7.183333333333334
25860.0,7.183333333333334
25860.0,7.183333333333334
25860.0,7.183333333333334
25860.0,7.183333333333334
25860.0,7.183333333333334
25860.0,7.183333333333334
25860.0,7.183333333333334
25860.0,7.183333333333334
25860.0,7.183333333333334
25860.0,7.183333333333334
25860.0,7.183333333333334
25860.0,7.183333333333334
25860.0,7.183333333333334
25860.0,7.183333333333334
25860.0,7.183333333333334
25860.0,7.183333333333334
25860.0,7.183333333333334
25860.0,7.183333333333334
25860.0,7.183333333333334
25860.0,7.183333333333334
25860.0,7.183333333333334
25860.0,7.183333333333334
25860.0,7.183333333333334
25860.0,7.183333333333334
25860.0,7.183333333333334
25860.0,7.183333333333334
25860.0,7.183333333333334
25860.0,7.183333333333334
25860.0,7.183333333333334
25920.0,7.2
25920.0,7.2
25920.0,7.2
25920.0,7.2
25920.0,7.2
25920.0,7.2
25920.0,7.2
25920.0,7.2
25920.0,7.2
25920.0,7.2
25920.0,7.2
25920.0,7.2
25920.0,7.2
25920.0,7.2
25920.0,7.2
25920.0,7.2
25920.0,7.2
25920.0,7.2
25920.0,7.2
25920.0,7.2
25920.0,7.2
25920.0,7.2
25920.0,7.2
25920.0,7.2
25920.0,7.2
25920.0,7.2
25920.0,7.2
25920.0,7.2
25920.0,7.2
25920.0,7.2
25920.0,7.2
25920.0,7.2
25920.0,7.2
25920.0,7.2
25920.0,7.2
25920.0,7.2
25920.0,7.2
25920.0,7.2
25920.0,7.2
25920.0,7.2
25920.0,7.2
25920.0,7.2
25920.0,7.2
25920.0,7.2
25920.0,7.2
25980.0,7.216666666666667
25980.0,7.216666666666667
25980.0,7.216666666666667
25980.0,7.216666666666667
25980.0,7.216666666666667
25980.0,7.216666666666667
25980.0,7.216666666666667
25980.0,7.216666666666667
25980.0,7.216666666666667
25980.0,7.216666666666667
25980.0,7.216666666666667
25980.0,7.216666666666667
25980.0,7.216666666666667
25980.0,7.216666666666667
25980.0,7.216666666666667
25980.0,7.216666666666667
25980.0,7.216666666666667
25980.0,7.216666666666667
25980.0,7.216666666666667
25980.0,7.216666666666667
25980.0,7.216666666666667
25980.0,7.216666666666667
25980.0,7.216666666666667
25980.0,7.216666666666667
25980.0,7.216666666666667
25980.0,7.216666666666667
26040.0,7.233333333333333
26040.0,7.233333333333333
26040.0,7.233333333333333
26040.0,7.233333333333333
26040.0,7.233333333333333
26040.0,7.233333333333333
26040.0,7.233333333333333
26040.0,7.233333333333333
26040.0,7.233333333333333
26040.0,7.233333333333333
26040.0,7.233333333333333
26040.0,7.233333333333333
26040.0,7.233333333333333
26100.0,7.25
26100.0,7.25
26100.0,7.25
26100.0,7.25
26280.0,7.3
26280.0,7.3
26340.0,7.316666666666666
29040.0,8.066666666666666
29040.0,8.066666666666666
29040.0,8.066666666666666
29040.0,8.066666666666666
29040.0,8.066666666666666
29100.0,8.083333333333334
29100.0,8.083333333333334
29100.0,8.083333333333334
29100.0,8.083333333333334
29100.0,8.083333333333334
29100.0,8.083333333333334
29100.0,8.083333333333334
29100.0,8.083333333333334
29100.0,8.083333333333334
29160.0,8.1
29160.0,8.1
29160.0,8.1
29160.0,8.1
29160.0,8.1
29160.0,8.1
29160.0,8.1
29160.0,8.1
29160.0,8.1
29160.0,8.1
29160.0,8.1
29160.0,8.1
29160.0,8.1
29160.0,8.1
29160.0,8.1
29160.0,8.1
29160.0,8.1
29160.0,8.1
29160.0,8.1
29160.0,8.1
29160.0,8.1
29160.0,8.1
29160.0,8.1
29160.0,8.1
29160.0,8.1
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29220.0,8.116666666666667
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29280.0,8.133333333333333
29340.0,8.15
29340.0,8.15
29340.0,8.15
29340.0,8.15
29340.0,8.15
29340.0,8.15
29340.0,8.15
29340.0,8.15
29340.0,8.15
29340.0,8.15
29340.0,8.15
29340.0,8.15
29340.0,8.15
29340.0,8.15
29340.0,8.15
29340.0,8.15
29340.0,8.15
29340.0,8.15
29340.0,8.15
29340.0,8.15
29340.0,8.15
29340.0,8.15
29340.0,8.15
29340.0,8.15
29340.0,8.15
29340.0,8.15
29340.0,8.15
29340.0,8.15
29340.0,8.15
29340.0,8.15
29340.0,8.15
29340.0,8.15
29340.0,8.15
29400.0,8.166666666666666
29400.0,8.166666666666666
29400.0,8.166666666666666
29400.0,8.166666666666666
29400.0,8.166666666666666
29400.0,8.166666666666666
29400.0,8.166666666666666
29400.0,8.166666666666666
29400.0,8.166666666666666
29400.0,8.166666666666666
29400.0,8.166666666666666
29400.0,8.166666666666666
29400.0,8.166666666666666
29400.0,8.166666666666666
29400.0,8.166666666666666
29400.0,8.166666666666666
29400.0,8.166666666666666
29400.0,8.166666666666666
29400.0,8.166666666666666
29400.0,8.166666666666666
29400.0,8.166666666666666
29400.0,8.166666666666666
29400.0,8.166666666666666
29400.0,8.166666666666666
29400.0,8.166666666666666
29400.0,8.166666666666666
29400.0,8.166666666666666
29400.0,8.166666666666666
29400.0,8.166666666666666
29400.0,8.166666666666666
29400.0,8.166666666666666
29400.0,8.166666666666666
29400.0,8.166666666666666
29400.0,8.166666666666666
29400.0,8.166666666666666
29400.0,8.166666666666666
29400.0,8.166666666666666
29400.0,8.166666666666666
29460.0,8.183333333333334
29460.0,8.183333333333334
29460.0,8.183333333333334
29460.0,8.183333333333334
29460.0,8.183333333333334
29460.0,8.183333333333334
29460.0,8.183333333333334
29460.0,8.183333333333334
29460.0,8.183333333333334
29460.0,8.183333333333334
29460.0,8.183333333333334
29460.0,8.183333333333334
29460.0,8.183333333333334
29460.0,8.183333333333334
29460.0,8.183333333333334
29460.0,8.183333333333334
29460.0,8.183333333333334
29460.0,8.183333333333334
29460.0,8.183333333333334
29460.0,8.183333333333334
29460.0,8.183333333333334
29460.0,8.183333333333334
29460.0,8.183333333333334
29460.0,8.183333333333334
29460.0,8.183333333333334
29460.0,8.183333333333334
29460.0,8.183333333333334
29460.0,8.183333333333334
29460.0,8.183333333333334
29460.0,8.183333333333334
29460.0,8.183333333333334
29460.0,8.183333333333334
29460.0,8.183333333333334
29460.0,8.183333333333334
29460.0,8.183333333333334
29520.0,8.2
29520.0,8.2
29520.0,8.2
29520.0,8.2
29520.0,8.2
29520.0,8.2
29520.0,8.2
29520.0,8.2
29520.0,8.2
29520.0,8.2
29520.0,8.2
29520.0,8.2
29520.0,8.2
29520.0,8.2
29520.0,8.2
29520.0,8.2
29520.0,8.2
29520.0,8.2
29520.0,8.2
29520.0,8.2
29520.0,8.2
29580.0,8.216666666666667
29580.0,8.216666666666667
29580.0,8.216666666666667
29580.0,8.216666666666667
29580.0,8.216666666666667
29580.0,8.216666666666667
29580.0,8.216666666666667
29580.0,8.216666666666667
29580.0,8.216666666666667
29580.0,8.216666666666667
29580.0,8.216666666666667
29580.0,8.216666666666667
29580.0,8.216666666666667
29580.0,8.216666666666667
29580.0,8.216666666666667
29580.0,8.216666666666667
29580.0,8.216666666666667
29580.0,8.216666666666667
29580.0,8.216666666666667
29580.0,8.216666666666667
29640.0,8.233333333333333
29640.0,8.233333333333333
29640.0,8.233333333333333
29640.0,8.233333333333333
29640.0,8.233333333333333
29700.0,8.25
29700.0,8.25
29700.0,8.25
29700.0,8.25
29700.0,8.25
29700.0,8.25
29700.0,8.25
29760.0,8.266666666666667
29820.0,8.283333333333333
29820.0,8.283333333333333
29880.0,8.3
30000.0,8.333333333333334
30180.0,8.383333333333333
32640.0,9.066666666666666
32640.0,9.066666666666666
32640.0,9.066666666666666
32640.0,9.066666666666666
32640.0,9.066666666666666
32640.0,9.066666666666666
32640.0,9.066666666666666
32640.0,9.066666666666666
32640.0,9.066666666666666
32640.0,9.066666666666666
32640.0,9.066666666666666
32640.0,9.066666666666666
32640.0,9.066666666666666
32640.0,9.066666666666666
32640.0,9.066666666666666
32640.0,9.066666666666666
32640.0,9.066666666666666
32700.0,9.083333333333334
32700.0,9.083333333333334
32700.0,9.083333333333334
32700.0,9.083333333333334
32700.0,9.083333333333334
32700.0,9.083333333333334
32700.0,9.083333333333334
32700.0,9.083333333333334
32700.0,9.083333333333334
32700.0,9.083333333333334
32700.0,9.083333333333334
32700.0,9.083333333333334
32700.0,9.083333333333334
32700.0,9.083333333333334
32700.0,9.083333333333334
32700.0,9.083333333333334
32700.0,9.083333333333334
32700.0,9.083333333333334
